"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.316857428E0,-1.263000011E0,-6.150000095E0,4.840000153E0,7.927374829E0
3.321838351E0,-1.126000047E0,-6.243999958E0,5.085000038E0,8.130967776E0
3.326819285E0,-1.016000032E0,-6.329999924E0,5.250999928E0,8.286987109E0
3.331800209E0,-1.006999969E0,-6.327000141E0,5.386000156E0,8.369825411E0
3.336781133E0,-1.070999980E0,-6.224999905E0,5.465000153E0,8.352478161E0
3.341761993E0,-1.131999969E0,-6.072000027E0,5.557000160E0,8.308481151E0
3.346742916E0,-1.194000006E0,-5.862999916E0,5.647999763E0,8.228019528E0
3.351723873E0,-1.218000054E0,-5.649000168E0,5.625999928E0,8.065147377E0
3.356704796E0,-1.197999954E0,-5.537000179E0,5.481999874E0,7.883266930E0
3.361685719E0,-1.088999987E0,-5.522999763E0,5.234000206E0,7.686625106E0
3.366666627E0,-8.460000157E-1,-5.526000023E0,4.975999832E0,7.484181091E0
3.371647550E0,-6.119999886E-1,-5.538000107E0,4.737999916E0,7.313865761E0
3.376628396E0,-5.249999762E-1,-5.504000187E0,4.468999863E0,7.109261762E0
3.381609433E0,-5.899999738E-1,-5.505000114E0,4.176000118E0,6.934847022E0
3.386590359E0,-7.409999967E-1,-5.557000160E0,3.901000023E0,6.829870640E0
3.391571209E0,-9.150000215E-1,-5.716000080E0,3.660000086E0,6.848757740E0
3.396552130E0,-1.047999978E0,-5.973999977E0,3.440000057E0,6.972845909E0
3.401533053E0,-1.115000010E0,-6.235000134E0,3.266000032E0,7.126374106E0
3.406513976E0,-1.087000012E0,-6.453000069E0,3.164000034E0,7.268677674E0
3.411494899E0,-9.940000176E-1,-6.660999775E0,3.099999905E0,7.413970154E0
3.416475822E0,-9.700000286E-1,-6.782999992E0,3.141000032E0,7.537630275E0
3.421456736E0,-1.141000032E0,-6.712999821E0,3.403000116E0,7.612270191E0
3.426437659E0,-1.412999988E0,-6.429999828E0,3.788000107E0,7.595420434E0
3.431418611E0,-1.713999987E0,-6.118999958E0,4.204999924E0,7.619841258E0
3.436399535E0,-1.950999975E0,-5.965000153E0,4.630000114E0,7.799008192E0
3.441380459E0,-2.178999901E0,-5.946000099E0,5.070000172E0,8.112204354E0
3.446361387E0,-2.357000113E0,-6.006999969E0,5.346000195E0,8.379690701E0
3.451342310E0,-2.552999973E0,-6.072000027E0,5.385000229E0,8.507950438E0
3.456323233E0,-2.811000109E0,-6.072999954E0,5.104000092E0,8.416285819E0
3.461304127E0,-2.961999893E0,-5.973999977E0,4.551000118E0,8.073024289E0
3.466285050E0,-2.967000008E0,-5.895999908E0,3.875000000E0,7.653857130E0
3.471265997E0,-2.845999956E0,-5.875000000E0,3.301000118E0,7.315185748E0
3.476246920E0,-2.697000027E0,-5.943999767E0,2.905999899E0,7.144912721E0
3.481227843E0,-2.686000109E0,-6.028999805E0,2.644999981E0,7.110517572E0
3.486208762E0,-2.805000067E0,-6.127999783E0,2.276000023E0,7.113408663E0
3.491189685E0,-2.920000076E0,-6.269000053E0,2.006999969E0,7.201028468E0
3.496170608E0,-3.017999887E0,-6.425000191E0,1.998000026E0,7.374344369E0
3.501151516E0,-3.115000010E0,-6.465000153E0,2.329999924E0,7.545087917E0
3.506132439E0,-3.187000036E0,-6.287000179E0,2.832999945E0,7.596659080E0
3.511113395E0,-3.193000078E0,-5.986999989E0,3.635999918E0,7.698046101E0
3.516094088E0,-3.176000118E0,-5.676000118E0,4.693999767E0,8.021071494E0
3.521075240E0,-3.082000017E0,-5.486000061E0,5.710999966E0,8.497672704E0
3.526056165E0,-2.809000015E0,-5.471000195E0,6.448999882E0,8.911336807E0
3.531036862E0,-2.329999924E0,-5.684999943E0,6.940999985E0,9.269606506E0
3.536017784E0,-1.720000029E0,-5.999000072E0,7.249000072E0,9.565270724E0
3.540998707E0,-1.108999968E0,-6.244999886E0,7.361999989E0,9.717455857E0
3.545979663E0,-6.660000086E-1,-6.317999840E0,7.111000061E0,9.535564999E0
3.550960586E0,-4.779999852E-1,-6.230000019E0,6.556000233E0,9.056628693E0
3.555941509E0,-5.749999881E-1,-6.038000107E0,5.701000214E0,8.324029896E0
3.560922442E0,-9.049999714E-1,-5.821000099E0,4.455999851E0,7.386406554E0
3.565903365E0,-1.292999983E0,-5.663000107E0,3.249000072E0,6.655630747E0
3.570884297E0,-1.700999975E0,-5.645999908E0,2.288000107E0,6.325002796E0
3.575865220E0,-2.167999983E0,-5.754000187E0,1.501000047E0,6.329434668E0
3.580846143E0,-2.736999989E0,-5.905000210E0,7.689999938E-1,6.553743770E0
3.585827057E0,-3.408999920E0,-6.026000023E0,7.400000095E-2,6.923830784E0
3.590807981E0,-3.956000090E0,-6.098999977E0,-3.939999938E-1,7.280314102E0
3.595788924E0,-4.439000130E0,-6.087999821E0,-6.800000072E-1,7.565108326E0
3.600769848E0,-4.730000019E0,-6.005000114E0,-7.279999852E-1,7.678731050E0
3.605750771E0,-4.769000053E0,-5.916999817E0,-3.989999890E-1,7.610088655E0
3.610731684E0,-4.506999969E0,-5.936999798E0,3.429999948E-1,7.461813742E0
3.615712607E0,-4.138000011E0,-5.993000031E0,1.368000031E0,7.410163125E0
3.620693530E0,-3.801000118E0,-5.995999813E0,2.578000069E0,7.552860386E0
3.625674477E0,-3.526999950E0,-5.961999893E0,3.796000004E0,7.899037119E0
3.630655400E0,-3.365000010E0,-5.848999977E0,4.933000088E0,8.358738880E0
3.635636323E0,-3.203000069E0,-5.684000015E0,5.997000217E0,8.861776189E0
3.640617198E0,-2.836999893E0,-5.508999825E0,6.551000118E0,9.017385985E0
3.645598121E0,-2.062999964E0,-5.553999901E0,6.652999878E0,8.908719949E0
3.650579049E0,-9.060000181E-1,-5.828000069E0,6.486999989E0,8.767416363E0
3.655559972E0,4.160000086E-1,-6.078999996E0,6.113999844E0,8.631818525E0
3.660540895E0,1.613999963E0,-6.147999763E0,5.505000114E0,8.408800344E0
3.665521813E0,2.565000057E0,-6.047999859E0,4.836999893E0,8.158069352E0
3.670502736E0,3.155999899E0,-5.830999851E0,4.254000187E0,7.877652710E0
3.675483659E0,3.312000036E0,-5.531000137E0,3.759000063E0,7.462666295E0
3.680464496E0,2.993000031E0,-5.201000214E0,3.292000055E0,6.844393090E0
3.685445494E0,2.275000095E0,-4.974999905E0,2.844000101E0,6.165596975E0
3.690426415E0,1.317999959E0,-4.840000153E0,2.611000061E0,5.655090334E0
3.695407261E0,1.829999983E-1,-4.594999790E0,2.523000002E0,5.245287512E0
3.700388183E0,-1.019999981E0,-4.283999920E0,2.746999979E0,5.190285557E0
3.705369091E0,-2.147000074E0,-4.058000088E0,2.895999908E0,5.428055775E0
3.710350014E0,-2.884999990E0,-4.145999908E0,2.878000021E0,5.813383207E0
3.715330937E0,-3.056999922E0,-4.564000130E0,2.381000042E0,5.987028220E0
3.720311850E0,-2.803999901E0,-5.010000229E0,1.754999995E0,6.003544180E0
3.725292773E0,-2.436000109E0,-5.197000027E0,1.503000021E0,5.933120163E0
3.730273696E0,-1.985999942E0,-5.114999771E0,1.524000049E0,5.694733934E0
3.735254619E0,-1.172999978E0,-5.138000011E0,1.633999944E0,5.517692351E0
3.740235542E0,1.700000092E-2,-5.380000114E0,1.883999944E0,5.700363674E0
3.745216461E0,1.332000017E0,-5.690999985E0,2.181999922E0,6.238816276E0
3.750197384E0,2.572000027E0,-5.894000053E0,2.457999945E0,6.884488688E0
3.755178317E0,3.529999971E0,-5.897999763E0,2.680000067E0,7.377648769E0
3.760159241E0,4.163000107E0,-5.744999886E0,2.717999935E0,7.597573114E0
3.765140165E0,4.540999889E0,-5.493999958E0,2.607000113E0,7.589543143E0
3.770121054E0,4.640999794E0,-5.111000061E0,2.532999992E0,7.353726244E0
3.775101977E0,4.467999935E0,-4.717999935E0,2.563999891E0,6.985459344E0
3.780082900E0,4.013000011E0,-4.377999783E0,2.687000036E0,6.518513664E0
3.785063823E0,3.243000031E0,-4.097000122E0,2.940999985E0,5.995993671E0
3.790044746E0,2.437999964E0,-3.974999905E0,3.198999882E0,5.654915411E0
3.795025669E0,2.039999962E0,-4.067999840E0,3.214999914E0,5.571933864E0
3.800006592E0,2.233000040E0,-4.297999859E0,3.088000059E0,5.744113189E0
3.804987515E0,2.733000040E0,-4.546999931E0,2.915999889E0,6.053722239E0
3.809968438E0,3.311000109E0,-4.752999783E0,2.709000111E0,6.394717371E0
3.814949366E0,3.987999916E0,-4.973000050E0,2.322000027E0,6.784287505E0
3.819930289E0,4.955999851E0,-5.218999863E0,1.712000012E0,7.398029341E0
3.824911207E0,6.153999805E0,-5.456999779E0,9.779999852E-1,8.282936929E0
3.829892130E0,7.418000221E0,-5.597000122E0,3.089999855E-1,9.297774930E0
3.834873053E0,8.472000122E0,-5.577000141E0,-1.770000011E-1,1.014440958E1
3.839853962E0,9.321000099E0,-5.419000149E0,-4.099999964E-1,1.078956466E1
3.844834885E0,9.814000130E0,-5.149000168E0,-4.839999974E-1,1.109328884E1
3.849815870E0,1.000100040E1,-4.822999954E0,-2.860000134E-1,1.110689577E1
3.854796793E0,9.956999779E0,-4.513000011E0,7.400000095E-2,1.093226828E1
3.859777716E0,9.765000343E0,-4.244999886E0,5.759999752E-1,1.066334993E1
3.864758630E0,9.461000443E0,-3.959000111E0,1.192000031E0,1.032497338E1
3.869739553E0,9.142999649E0,-3.732000113E0,1.748000026E0,1.002884697E1
3.874720476E0,8.909000397E0,-3.607000113E0,2.055999994E0,9.828930453E0
3.879701403E0,8.800999641E0,-3.503999949E0,2.220999956E0,9.729771381E0
3.884682326E0,8.732999802E0,-3.352999926E0,2.338999987E0,9.642552306E0
3.889663264E0,8.637999535E0,-3.150000095E0,2.384000063E0,9.498473186E0
3.894643958E0,8.517999649E0,-2.993000031E0,2.345000029E0,9.328096930E0
3.899624879E0,8.437999725E0,-2.878000021E0,2.183000088E0,9.178682524E0
3.904606033E0,8.303000450E0,-2.793999910E0,2.023999929E0,8.991263965E0
3.909586728E0,8.147999763E0,-2.819000006E0,1.968000054E0,8.843623997E0
3.914567658E0,8.161999702E0,-2.996000051E0,1.993000031E0,8.919994651E0
3.919548581E0,8.543999672E0,-3.372999907E0,1.842000008E0,9.368565674E0
3.924529504E0,9.435999870E0,-3.848000050E0,1.371999979E0,1.028239184E1
3.929510418E0,1.057900047E1,-4.157000065E0,7.810000181E-1,1.139323754E1
3.934491341E0,1.161400032E1,-4.204999924E0,3.459999859E-1,1.235664776E1
3.939472264E0,1.226399994E1,-4.026000023E0,1.099999994E-1,1.290838761E1
3.944453187E0,1.257800007E1,-3.808000088E0,-3.900000080E-2,1.314185951E1
3.949434110E0,1.269099998E1,-3.704999924E0,-1.300000027E-2,1.322076677E1
3.954415033E0,1.275100040E1,-3.792999983E0,2.450000048E-1,1.330544570E1
3.959395937E0,1.278299999E1,-3.917999983E0,5.939999819E-1,1.338314793E1
3.964376860E0,1.272200012E1,-3.944000006E0,9.750000238E-1,1.335496343E1
3.969357784E0,1.253800011E1,-3.885999918E0,1.218000054E0,1.318279053E1
3.974338708E0,1.223499966E1,-3.851999998E0,1.361999989E0,1.289915364E1
3.979319632E0,1.182999992E1,-3.864000082E0,1.523000002E0,1.253789950E1
3.984300579E0,1.128400040E1,-3.775000095E0,1.554000020E0,1.199975861E1
3.989281502E0,1.074300003E1,-3.868999958E0,1.743000031E0,1.155072549E1
3.994262425E0,1.017399979E1,-4.195000172E0,1.914000034E0,1.117012508E1
3.999243328E0,9.557999611E0,-4.526999950E0,2.035000086E0,1.076987978E1
4.004224251E0,9.081999779E0,-4.649000168E0,1.965000033E0,1.039024291E1
4.009205189E0,8.765999794E0,-4.610000134E0,1.661000013E0,1.004259800E1
4.014186112E0,8.552000046E0,-4.533999920E0,1.200999975E0,9.753781882E0
4.019167035E0,8.416999817E0,-4.499000072E0,8.790000081E-1,9.584337671E0
4.024147967E0,8.237000465E0,-4.517000198E0,7.039999962E-1,9.420567045E0
4.029128890E0,7.997000217E0,-4.557000160E0,6.529999971E-1,9.227387059E0
4.034109813E0,7.721000195E0,-4.578999996E0,7.739999890E-1,9.010003382E0
4.039090746E0,7.453999996E0,-4.577000141E0,1.069000006E0,8.812139766E0
4.044071669E0,7.177999973E0,-4.539000034E0,1.483000040E0,8.621223466E0
4.049052601E0,6.910999775E0,-4.596000195E0,1.889999986E0,8.512181602E0
4.054033524E0,6.683000088E0,-4.775000095E0,2.257999897E0,8.518314365E0
4.059014447E0,6.584000111E0,-5.054999828E0,2.542000055E0,8.681235223E0
4.063995327E0,6.639999866E0,-5.359000206E0,2.588000059E0,8.916626365E0
4.068976250E0,6.711999893E0,-5.620999813E0,2.490000010E0,9.102015245E0
4.073957173E0,6.723999977E0,-5.789999962E0,2.405999899E0,9.193753899E0
4.078938082E0,6.743999958E0,-5.920000076E0,2.325000048E0,9.270035683E0
4.083919005E0,6.724999905E0,-5.987999916E0,2.210999966E0,9.272016370E0
4.088899877E0,6.607999802E0,-6.091000080E0,2.137000084E0,9.237570715E0
4.093880798E0,6.342000008E0,-6.217000008E0,2.098000050E0,9.125440121E0
4.098861721E0,5.986999989E0,-6.399000168E0,2.094000101E0,9.009784039E0
4.103842648E0,5.657000065E0,-6.600999832E0,2.151999950E0,8.955777594E0
4.108823571E0,5.326000214E0,-6.780000210E0,2.211999893E0,8.900990094E0
4.113804494E0,5.037000179E0,-6.946000099E0,2.259000063E0,8.872506380E0
4.118785403E0,4.715000153E0,-7.341000080E0,2.026000023E0,8.956907095E0
4.123766326E0,4.092999935E0,-8.081000328E0,1.891000032E0,9.253707143E0
4.128747260E0,3.407000065E0,-8.583000183E0,2.571000099E0,9.585696798E0
4.133728184E0,2.914000034E0,-8.645999908E0,3.407000065E0,9.739217631E0
4.138709108E0,2.479000092E0,-8.277000427E0,3.634000063E0,9.373373671E0
4.143690135E0,2.017999887E0,-7.778999805E0,3.321000099E0,8.695642770E0
4.148670983E0,1.467000008E0,-7.471000195E0,2.963999987E0,8.170264919E0
4.153651904E0,8.709999919E-1,-7.419000149E0,2.733999968E0,7.954555928E0
4.158632899E0,2.479999959E-1,-7.487999916E0,2.713999987E0,7.968528262E0
4.163613747E0,-2.489999980E-1,-7.534999847E0,2.844000101E0,8.057701923E0
4.168594701E0,-5.019999743E-1,-7.414999962E0,3.006999969E0,8.017248732E0
4.173575624E0,-4.860000014E-1,-7.175000191E0,3.111000061E0,7.835505416E0
4.178556547E0,-2.560000122E-1,-6.964000225E0,3.187999964E0,7.663300784E0
4.183537452E0,4.199999943E-2,-6.817999840E0,3.322999954E0,7.584801547E0
4.188518376E0,2.800000012E-1,-6.736999989E0,3.500999928E0,7.597537057E0
4.193499299E0,3.639999926E-1,-6.724999905E0,3.647000074E0,7.658898697E0
4.198480231E0,2.919999957E-1,-6.705999851E0,3.785000086E0,7.705966756E0
4.203461154E0,2.280000001E-1,-6.712999821E0,3.917000055E0,7.775554001E0
4.208442105E0,2.419999987E-1,-6.711999893E0,4.116000175E0,7.877243427E0
4.213423028E0,3.230000138E-1,-6.747000217E0,4.584000111E0,8.163295778E0
4.218403951E0,3.840000033E-1,-6.801000118E0,5.065999985E0,8.489135083E0
4.223384869E0,4.289999902E-1,-6.855999947E0,5.428999901E0,8.755730477E0
4.228365792E0,5.049999952E-1,-6.951000214E0,5.627999783E0,8.958002596E0
4.233346715E0,4.959999919E-1,-7.149000168E0,5.617000103E0,9.105213317E0
4.238327629E0,2.319999933E-1,-7.489999771E0,5.479000092E0,9.282960873E0
4.243308553E0,-3.319999874E-1,-7.862999916E0,5.591000080E0,9.653821708E0
4.248289477E0,-9.990000129E-1,-8.119000435E0,6.006999969E0,1.014890229E1
4.253270401E0,-1.452000022E0,-8.088999748E0,6.637000084E0,1.056361638E1
4.258251324E0,-1.672000051E0,-7.672999859E0,6.980999947E0,1.050737223E1
4.263232252E0,-1.738000035E0,-7.183000088E0,6.835999966E0,1.006712620E1
4.268213175E0,-1.687000036E0,-6.763000011E0,6.493999958E0,9.526603473E0
4.273194098E0,-1.598999977E0,-6.460999966E0,6.092000008E0,9.022958804E0
4.278175049E0,-1.488999963E0,-6.301000118E0,5.833000183E0,8.714563358E0
4.283155972E0,-1.381999969E0,-6.270999908E0,5.803999901E0,8.655736746E0
4.288136919E0,-1.230999947E0,-6.328000069E0,5.953999996E0,8.775480710E0
4.293117842E0,-1.067000031E0,-6.454999924E0,6.181000233E0,9.000570924E0
4.298098765E0,-9.049999714E-1,-6.637000084E0,6.472000122E0,9.314267585E0
4.303079674E0,-7.710000277E-1,-6.770999908E0,6.841000080E0,9.656094599E0
4.308060597E0,-6.399999857E-1,-6.869999886E0,7.151000023E0,9.936966325E0
4.313041520E0,-4.850000143E-1,-6.962999821E0,7.361999989E0,1.014483294E1
4.318022438E0,-3.950000107E-1,-6.955999851E0,7.505000114E0,1.024045827E1
4.323003361E0,-4.199999869E-1,-6.875000000E0,7.722000122E0,1.034752680E1
4.327984078E0,-5.500000119E-1,-6.848999977E0,7.980999947E0,1.053127062E1
4.332964999E0,-6.930000186E-1,-6.872000217E0,8.163999557E0,1.069371427E1
4.337945922E0,-7.480000257E-1,-6.934999943E0,8.300999641E0,1.084252384E1
4.342926846E0,-7.409999967E-1,-7.014999866E0,8.390000343E0,1.096135986E1
4.347907769E0,-6.679999828E-1,-7.057000160E0,8.394000053E0,1.098666065E1
4.352888922E0,-5.789999962E-1,-7.065000057E0,8.350000381E0,1.095317183E1
4.357869588E0,-5.080000162E-1,-7.051000118E0,8.288000107E0,1.089337470E1
4.362850740E0,-4.930000007E-1,-7.051000118E0,8.154999733E0,1.079183359E1
4.367831679E0,-5.120000243E-1,-7.170000076E0,7.820000172E0,1.062183825E1
4.372812602E0,-5.770000219E-1,-7.440000057E0,7.315000057E0,1.044967730E1
4.377793525E0,-7.630000114E-1,-7.724999905E0,6.899000168E0,1.038527784E1
4.382774429E0,-9.760000110E-1,-7.894000053E0,6.724999905E0,1.041601827E1
4.387755352E0,-1.233999968E0,-8.006999969E0,6.578000069E0,1.043575054E1
4.392736044E0,-1.567999959E0,-8.182000160E0,6.355000019E0,1.047806164E1
4.397717201E0,-1.942000031E0,-8.288999557E0,6.426000118E0,1.066641249E1
4.402697896E0,-2.286999941E0,-8.201000214E0,6.512000084E0,1.071881142E1
4.407678793E0,-2.424000025E0,-8.043000221E0,6.521999836E0,1.063494760E1
4.412659716E0,-2.444000006E0,-7.918000221E0,6.416999817E0,1.048073233E1
4.417640639E0,-2.414000034E0,-7.830999851E0,6.237999916E0,1.029876681E1
4.422621567E0,-2.392999887E0,-7.754000187E0,6.103000164E0,1.015369777E1
4.427602490E0,-2.357000113E0,-7.721000195E0,6.020999908E0,1.007083579E1
4.432583413E0,-2.275000095E0,-7.772999763E0,5.928999901E0,1.003733982E1
4.437564331E0,-2.112999916E0,-7.915999889E0,5.855999947E0,1.007077744E1
4.442545254E0,-1.929999948E0,-8.081999779E0,5.809999943E0,1.013901965E1
4.447526153E0,-1.797000051E0,-8.274999619E0,5.738999844E0,1.022941577E1
4.452507307E0,-1.741000056E0,-8.411999702E0,5.645999908E0,1.027959801E1
4.457488002E0,-1.782999992E0,-8.470000267E0,5.538000107E0,1.027567218E1
4.462469149E0,-1.786999941E0,-8.477999687E0,5.269000053E0,1.014062173E1
4.467449844E0,-1.743000031E0,-8.487999916E0,4.855000019E0,9.932533255E0
4.472430765E0,-1.692999959E0,-8.470999718E0,4.429999828E0,9.708191570E0
4.477411649E0,-1.667999983E0,-8.442000389E0,4.098000050E0,9.531169861E0
4.482392572E0,-1.679999948E0,-8.321999550E0,3.736000061E0,9.275547034E0
4.487373495E0,-1.715999961E0,-8.109000206E0,3.482000113E0,8.990265012E0
4.492354418E0,-1.756000042E0,-7.926000118E0,3.436000109E0,8.815390562E0
4.497335341E0,-1.792000055E0,-7.914000034E0,3.463000059E0,8.822416344E0
4.502316255E0,-1.825999975E0,-8.045999527E0,3.555000067E0,8.983897249E0
4.507297178E0,-1.909000039E0,-8.177000046E0,3.549999952E0,9.116474678E0
4.512278102E0,-2.062000036E0,-8.258999825E0,3.336999893E0,9.143221015E0
4.517259021E0,-2.278000116E0,-8.338000298E0,3.009000063E0,9.152355701E0
4.522239945E0,-2.569000006E0,-8.461000443E0,2.565999985E0,9.207206169E0
4.527220868E0,-2.865999937E0,-8.576000214E0,2.230999947E0,9.313382633E0
4.532201791E0,-3.234999895E0,-8.656000137E0,2.033999920E0,9.461961656E0
4.537182714E0,-3.647000074E0,-8.678999901E0,1.838999987E0,9.592057640E0
4.542163622E0,-4.018000126E0,-8.628999710E0,1.692999959E0,9.667999269E0
4.547144545E0,-4.306000233E0,-8.456000328E0,1.570000052E0,9.618236830E0
4.552125468E0,-4.487999916E0,-8.168000221E0,1.414000034E0,9.426439782E0
4.557106371E0,-4.599999905E0,-7.893000126E0,1.100999951E0,9.201720002E0
4.562087294E0,-4.598000050E0,-7.679999828E0,7.289999723E-1,8.980837532E0
4.567068241E0,-4.486999989E0,-7.486999989E0,3.750000000E-1,8.736644821E0
4.572049164E0,-4.275000095E0,-7.302000046E0,1.689999998E-1,8.463060409E0
4.577030044E0,-4.006000042E0,-7.058000088E0,4.800000042E-2,8.115768945E0
4.582010967E0,-3.881999969E0,-6.767000198E0,-1.270000041E-1,7.802457590E0
4.586991890E0,-3.970000029E0,-6.473000050E0,-3.389999866E-1,7.601023014E0
4.591972827E0,-4.289999962E0,-6.243000031E0,-4.149999917E-1,7.586262192E0
4.596953750E0,-4.794000149E0,-6.059999943E0,-2.380000055E-1,7.730632622E0
4.601934673E0,-5.497000217E0,-5.907999992E0,2.899999917E-2,8.069839918E0
4.606915596E0,-6.300000191E0,-5.750000000E0,3.549999893E-1,8.536892139E0
4.611896519E0,-7.104000092E0,-5.521999836E0,7.519999743E-1,9.029108674E0
4.616877433E0,-7.728000164E0,-5.318999767E0,1.223999977E0,9.461073988E0
4.621858356E0,-8.008000374E0,-5.396999836E0,1.707000017E0,9.806606257E0
4.626839279E0,-8.064999580E0,-5.613999844E0,2.352999926E0,1.010434665E1
4.631820187E0,-8.125000000E0,-5.690999985E0,2.854000092E0,1.032222952E1
4.636801110E0,-8.199999809E0,-5.524000168E0,3.108999968E0,1.036438399E1
4.641782033E0,-8.177000046E0,-5.184000015E0,2.973000050E0,1.012797686E1
4.646762956E0,-7.908999920E0,-4.837999821E0,2.632999897E0,9.638008635E0
4.651743879E0,-7.224999905E0,-4.543000221E0,2.173000097E0,8.806895256E0
4.656724802E0,-5.274000168E0,-3.869999945E-1,-1.241000056E0,5.431843877E0
4.661705759E0,-4.813000202E0,-2.870000005E-1,-1.784000039E0,5.141011193E0
4.666686682E0,-4.243999958E0,-1.800000072E-1,-2.269999981E0,4.816309330E0
4.671667605E0,-3.391000032E0,-5.499999970E-2,-3.201999903E0,4.664194421E0
4.676648543E0,-2.269000053E0,1.600000076E-2,-3.601999998E0,4.257114190E0
4.681629467E0,-8.999999762E-1,7.000000030E-2,-3.684000015E0,3.792987750E0
4.686610396E0,4.410000145E-1,2.700000107E-1,-3.654000044E0,3.690406121E0
4.691591319E0,1.641000032E0,8.169999719E-1,-3.260999918E0,3.740921080E0
4.696572242E0,2.710999966E0,1.529000044E0,-2.697000027E0,4.118394237E0
4.701553146E0,3.604000092E0,2.332999945E0,-2.013000011E0,4.741716403E0
4.706534069E0,4.282999992E0,2.667000055E0,-1.207999945E0,5.188086554E0
4.711514992E0,4.617000103E0,2.914999962E0,-3.210000098E-1,5.469639452E0
4.716495929E0,4.672999859E0,3.042999983E0,6.919999719E-1,5.619220634E0
4.721476852E0,4.431000233E0,3.023000002E0,1.656000018E0,5.613789107E0
4.726457785E0,3.868999958E0,2.911999941E0,2.490000010E0,5.445089933E0
4.731438708E0,3.061000109E0,2.693000078E0,3.124000072E0,5.136277596E0
4.736419631E0,2.056999922E0,2.431999922E0,3.477999926E0,4.716180211E0
4.741400544E0,9.480000138E-1,2.242000103E0,3.667000055E0,4.401381362E0
4.746381467E0,-3.000000119E-1,2.158999920E0,3.667000055E0,4.265931325E0
4.751362390E0,-1.562999964E0,2.078000069E0,3.474999905E0,4.340124135E0
4.756343303E0,-2.767999887E0,1.932000041E0,2.993999958E0,4.512037598E0
4.761324226E0,-3.907000065E0,1.720999956E0,2.213999987E0,4.809187696E0
4.766305164E0,-5.026999950E0,1.549000025E0,1.450000048E0,5.456430126E0
4.771286087E0,-6.124000072E0,1.485999942E0,7.599999905E-1,6.347375261E0
4.776267010E0,-7.243000031E0,1.587000012E0,7.800000161E-2,7.415234486E0
4.781247919E0,-8.270999908E0,1.751999974E0,-4.539999962E-1,8.466702982E0
4.786228842E0,-9.154999733E0,1.809000015E0,-9.629999995E-1,9.381570773E0
4.791209765E0,-9.869999886E0,1.700000048E0,-1.463000059E0,1.012162374E1
4.796190716E0,-1.042300034E1,1.493000031E0,-1.794999957E0,1.068129252E1
4.801171639E0,-1.094200039E1,1.284999967E0,-2.003000021E0,1.119779472E1
4.806152543E0,-1.142099953E1,1.077000022E0,-1.993999958E0,1.164367618E1
4.811133466E0,-1.185200024E1,8.619999886E-1,-1.865000010E0,1.202876463E1
4.816114389E0,-1.214799976E1,5.989999771E-1,-1.662999988E0,1.227592229E1
4.821095312E0,-1.232800007E1,3.179999888E-1,-1.465999961E0,1.241893174E1
4.826076235E0,-1.242500019E1,1.600000076E-2,-1.284000039E0,1.249117856E1
4.831057158E0,-1.239799976E1,-3.089999855E-1,-1.139999986E0,1.245413502E1
4.836038120E0,-1.221700001E1,-6.480000019E-1,-1.052000046E0,1.227931990E1
4.841019043E0,-1.189000034E1,-9.350000024E-1,-9.950000048E-1,1.196813929E1
4.845999981E0,-1.157299995E1,-1.146999955E0,-8.659999967E-1,1.166189919E1
4.850980905E0,-1.138799953E1,-1.233000040E0,-7.030000091E-1,1.147610698E1
4.855961829E0,-1.129899979E1,-1.261000037E0,-5.849999785E-1,1.138418826E1
4.860942738E0,-1.129500008E1,-1.269999981E0,-4.250000119E-1,1.137411762E1
4.865923661E0,-1.132100010E1,-1.302999973E0,-1.990000010E-1,1.139747574E1
4.870904584E0,-1.138599968E1,-1.345000029E0,2.800000086E-2,1.146519942E1
4.875885487E0,-1.146399975E1,-1.347000003E0,1.599999964E-1,1.154397242E1
4.880866410E0,-1.153199959E1,-1.294999957E0,2.680000067E-1,1.160757784E1
4.885847310E0,-1.157199955E1,-1.207000017E0,3.100000024E-1,1.163890556E1
4.890828233E0,-1.160200024E1,-1.110000014E0,2.720000148E-1,1.165815138E1
4.895809156E0,-1.160400009E1,-9.789999723E-1,1.650000066E-1,1.164639361E1
4.900790102E0,-1.156099987E1,-8.460000157E-1,1.799999923E-2,1.159192642E1
4.905771025E0,-1.137699986E1,-7.730000019E-1,-1.630000025E-1,1.140439493E1
4.910751948E0,-1.106599998E1,-7.659999728E-1,-3.630000055E-1,1.109841793E1
4.915732890E0,-1.068500042E1,-8.029999733E-1,-4.799999893E-1,1.072587726E1
4.920713813E0,-1.023299980E1,-8.059999943E-1,-4.939999878E-1,1.027657321E1
4.925694707E0,-9.744999886E0,-7.609999776E-1,-4.460000098E-1,9.784838258E0
4.930675630E0,-9.178999901E0,-7.530000210E-1,-3.610000014E-1,9.216906705E0
4.935656553E0,-8.548000336E0,-7.850000262E-1,-2.269999981E-1,8.586970582E0
4.940637458E0,-7.980999947E0,-8.209999800E-1,-9.399999678E-2,8.023667311E0
4.945618381E0,-7.468999863E0,-9.089999795E-1,7.900000364E-2,7.524525295E0
4.950599304E0,-7.045000076E0,-1.016999960E0,2.700000107E-1,7.123146426E0
4.955580240E0,-6.631000042E0,-1.146000028E0,3.230000138E-1,6.737047323E0
